case_lat,case_lon,case_date,FEDERAL,CAUSE,inst_age_in_days,MOP_PSIG,TAVG,case_date_sin,COMMODITY_RELEASED_TYPE_BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS),COMMODITY_RELEASED_TYPE_CO2 (CARBON DIOXIDE),COMMODITY_RELEASED_TYPE_CRUDE OIL,COMMODITY_RELEASED_TYPE_HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,COMMODITY_RELEASED_TYPE_HYDROGEN GAS,COMMODITY_RELEASED_TYPE_LANDFILL GAS,COMMODITY_RELEASED_TYPE_NATURAL GAS,COMMODITY_RELEASED_TYPE_OTHER GAS,COMMODITY_RELEASED_TYPE_PROPANE GAS,COMMODITY_RELEASED_TYPE_REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,ON_OFF_SHORE_OFFSHORE,ON_OFF_SHORE_ONSHORE,LOCATION_TYPE_OPERATOR-CONTROLLED PROPERTY,"LOCATION_TYPE_ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",LOCATION_TYPE_PIPELINE RIGHT-OF-WAY,LOCATION_TYPE_PRIVATE PROPERTY,LOCATION_TYPE_PUBLIC PROPERTY,LOCATION_TYPE_TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,LOCATION_TYPE_UTILITY RIGHT-OF-WAY / EASEMENT,MATERIAL_INVOLVED_CARBON STEEL,MATERIAL_INVOLVED_CAST/WROUGHT IRON,MATERIAL_INVOLVED_COPPER,MATERIAL_INVOLVED_DUCTILE IRON,MATERIAL_INVOLVED_MATERIAL OTHER THAN CARBON STEEL,MATERIAL_INVOLVED_MATERIAL OTHER THAN CARBON STEEL OR PLASTIC,MATERIAL_INVOLVED_OTHER,MATERIAL_INVOLVED_PLASTIC,MATERIAL_INVOLVED_STEEL,MATERIAL_INVOLVED_UNKNOWN,PIPE_FACILITY_TYPE_COOPERATIVE,PIPE_FACILITY_TYPE_INTERSTATE,PIPE_FACILITY_TYPE_INTRASTATE,PIPE_FACILITY_TYPE_INVESTOR OWNED,PIPE_FACILITY_TYPE_MUNICIPALLY OWNED,PIPE_FACILITY_TYPE_OTHER,PIPE_FACILITY_TYPE_PETROLEUM GAS DISTRIBUTION,PIPE_FACILITY_TYPE_PRIVATELY OWNED,PIPELINE_FUNCTION_< 20% SMYS REGULATED TRANSMISSION,PIPELINE_FUNCTION_=< 20% SMYS REGULATED GATHERING,PIPELINE_FUNCTION_> 20% SMYS REGULATED GATHERING,PIPELINE_FUNCTION_> 20% SMYS REGULATED TRANSMISSION,PIPELINE_FUNCTION_OFFSHORE GATHERING,PIPELINE_FUNCTION_TRANSMISSION IN STORAGE FIELD,PIPELINE_FUNCTION_TRANSMISSION LINE OF DISTRIBUTION SYSTEM,PIPELINE_FUNCTION_TRANSMISSION SYSTEM,PIPELINE_FUNCTION_TYPE A GATHERING,PIPELINE_FUNCTION_TYPE B GATHERING,PIPELINE_FUNCTION_TYPE C GATHERING,zone_Cold,zone_Hot-Dry,zone_Hot-Humid,zone_Marine,zone_Mixed-Dry,zone_Mixed-Humid,zone_Subarctic,zone_Very Cold
36.851339,-97.4884222,18442.916666666668,0.0,INCORRECT OPERATION,20269.0,1850.0,0.0,-0.1783552533489417,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36.28259,-95.661619,17841.958333333332,0.0,EQUIPMENT FAILURE,11199.082236279706,1014.0,11.935,-0.6749730162250918,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30.040303,-94.028195,17840.958333333332,0.0,EQUIPMENT FAILURE,1770.0,1480.0,19.28,-0.687573755942042,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29.47,-90.25444,14633.958333333334,0.0,EQUIPMENT FAILURE,10982.0,720.0,4.75,0.5518372960727904,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.75774,-93.7767,16107.958333333334,0.0,MATERIAL FAILURE OF PIPE OR WELD,25605.0,690.0,0.0,0.7349308088016887,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41.56244,-93.52198,16929.916666666668,0.0,EQUIPMENT FAILURE,1224.0,275.0,0.0,0.6691306063588355,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.96788,-90.85025,15006.958333333334,0.0,OTHER ACCIDENT CAUSE,11199.082236279706,684.8934898954703,0.0,0.6610966286638775,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28.95081,-95.43176,15834.916666666666,0.0,INCORRECT OPERATION,11199.082236279706,10.0,21.925,0.6691306063588719,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.96260235,-91.82174823,17532.958333333332,0.0,NATURAL FORCE DAMAGE,366.0,936.0,0.0,0.2212220825611676,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
29.728611,-95.233889,19281.916666666668,0.0,EQUIPMENT FAILURE,9420.0,150.0,25.39,-0.8847370349115294,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.747426,-116.996123,18515.916666666668,0.0,OTHER OUTSIDE FORCE DAMAGE,20342.0,400.0,27.86,-0.9909222323986998,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33.885958,-92.352025,17136.958333333332,0.0,EQUIPMENT FAILURE,7275.0,786.0,10.32,-0.3056042471663571,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.9491598,-103.1085807,18834.916666666668,0.0,EQUIPMENT FAILURE,10800.0,580.0,27.41,-0.6004775818509649,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
36.042,-84.26687,16502.958333333332,0.0,EXCAVATION DAMAGE,5911.0,43.0,5.92,0.973938021199245,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
