case_idx,case_date,case_lat,case_lon,rlsd_type,station_id,station_la,station_lo,station_el,zones1_BA_Climate,zones2_BA_Climate,zones3_BA_Climate,zone
"7765",2012/12/26,28.0609,-80.7219,NATURAL GAS,GHCND:USC00085612,28.113600000000002,-80.653999999999996,10.699999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"5782",2016/12/09,28.055878,-80.618263,NATURAL GAS,GHCND:USW00012838,28.099689999999999,-80.635599999999997,6.700000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"5829",2016/07/25,27.172346,-82.479968,NATURAL GAS,GHCND:USC00089176,27.100600000000000,-82.436400000000006,2.400000000000000,,Hot-Humid,Hot-Humid,Hot-Humid
"4511",2011/11/14,25.964238,-97.381096,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USW00012919,25.914590000000000,-97.423140000000004,5.700000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"8014",2010/12/14,26.1707,-97.71376,NATURAL GAS,GHCND:USC00413943,26.202700000000000,-97.672700000000006,11.600000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7745",2013/03/13,26.150716,-98.248558,NATURAL GAS,GHCND:USW00012959,26.179120000000001,-98.244500000000002,30.100000000000001,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"5338",2020/10/08,26.32707,-98.28078,NATURAL GAS,GHCND:USC00412758,26.297999999999998,-98.157499999999999,29.300000000000001,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2014",2017/11/09,26.19384694,-97.43611111,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USR0000TLAG,26.228300000000001,-97.348299999999995,7.600000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2135",2017/08/08,26.189737,-97.434653,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USR0000TLAG,26.228300000000001,-97.348299999999995,7.600000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7116",2018/03/30,26.477257,-98.720668,NATURAL GAS,GHCND:USC00417622,26.376899999999999,-98.811599999999999,52.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7083",2018/07/10,26.35481,-98.41267,NATURAL GAS,GHCND:USC00415701,26.192219999999999,-98.250280000000004,33.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6583",2022/07/08,26.446733,-98.041017,NATURAL GAS,GHCND:USW00012987,26.525800000000000,-98.063299999999998,19.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3472",2014/06/11,26.650465,-98.460842,CRUDE OIL,GHCND:USC00415721,26.565000000000001,-98.123599999999996,67.099999999999994,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"5324",2020/12/03,27.4737805,-82.5704721,NATURAL GAS,GHCND:USW00012871,27.401460000000000,-82.558629999999994,5.300000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1634",2018/10/18,27.531328,-97.959096,CRUDE OIL,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"4778",2011/02/05,27.68402,-97.83324,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"4809",2011/01/06,27.5529182,-97.9228261,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6984",2019/03/27,27.46805,-98.05033,NATURAL GAS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7055",2018/10/18,27.52888889,-97.96194444,NATURAL GAS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7311",2016/07/18,27.46773,-98.05015,NATURAL GAS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7312",2016/07/18,27.468,-98.0499,NATURAL GAS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7421",2015/08/03,27.22217,-98.11031,NATURAL GAS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7680",2013/10/22,27.27418,-98.15521,NATURAL GAS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"8098",2010/04/26,27.51171,-97.9847,NATURAL GAS,GHCND:USC00414810,27.531099999999999,-97.849699999999999,17.399999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6900",2019/12/17,27.25611,-98.90028,NATURAL GAS,GHCND:USC00410690,27.596900000000002,-98.416200000000003,115.799999999999997,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7318",2016/06/19,26.59817,-99.08601,NATURAL GAS,GHCND:USC00413060,26.558000000000000,-99.137200000000007,97.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7399",2015/10/03,26.592994,-99.086805,NATURAL GAS,GHCND:USC00413060,26.558000000000000,-99.137200000000007,97.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7467",2015/03/30,26.592994,-99.086805,NATURAL GAS,GHCND:USC00413060,26.558000000000000,-99.137200000000007,97.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6125",2013/08/12,27.605655,-97.222936,NATURAL GAS,GHCND:USC00416739,27.590489999999999,-97.230469999999997,2.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6077",2014/02/11,27.679884,-97.37217,NATURAL GAS,GHCND:USC00412013,27.660599999999999,-97.398300000000006,4.900000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6220",2012/08/29,27.734063,-97.38411,NATURAL GAS,GHCND:USC00412013,27.660599999999999,-97.398300000000006,4.900000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6298",2011/10/25,27.72763,-97.413674,NATURAL GAS,GHCND:USC00412013,27.660599999999999,-97.398300000000006,4.900000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6316",2011/08/11,27.68275,-97.37949,NATURAL GAS,GHCND:USC00412013,27.660599999999999,-97.398300000000006,4.900000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"410",2022/04/22,27.69424,-97.57951,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USW00012924,27.773350000000001,-97.513019999999997,12.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"577",2021/09/10,27.754722,-97.535556,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USW00012924,27.773350000000001,-97.513019999999997,12.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1223",2019/11/06,27.793366,-97.554355,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USW00012924,27.773350000000001,-97.513019999999997,12.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1639",2018/10/16,27.75974,-97.52929,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USW00012924,27.773350000000001,-97.513019999999997,12.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3251",2014/12/30,27.79952,-97.5645,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USW00012924,27.773350000000001,-97.513019999999997,12.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3343",2014/10/02,27.770422,-97.54975,CRUDE OIL,GHCND:USW00012924,27.773350000000001,-97.513019999999997,12.500000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"776",2021/02/20,27.8272,-97.6163472,CRUDE OIL,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"834",2021/01/06,27.8271056,-97.61775555,CRUDE OIL,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1028",2020/05/11,27.8275,-97.6191,CRUDE OIL,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1053",2020/04/24,27.8294937,-97.6138882,CRUDE OIL,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1299",2019/08/18,27.8294937,-97.6138882,CRUDE OIL,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3346",2014/09/30,27.783128,-97.825896,CRUDE OIL,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"4628",2011/07/18,27.72222,-97.76397,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6554",2022/09/19,27.591771,-97.610593,NATURAL GAS,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6878",2020/03/12,27.747374,-97.814076,NATURAL GAS,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6979",2019/04/19,27.7595,-97.7982,NATURAL GAS,GHCND:USC00417677,27.789500000000000,-97.662000000000006,25.899999999999999,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6669",2021/10/22,27.87785,-97.274119,NATURAL GAS,GHCND:USW00012926,27.687860000000001,-97.291579999999996,4.700000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1674",2018/09/18,27.7011961,-97.89859,CRUDE OIL,GHCND:USW00012932,27.741309999999999,-98.025069999999999,52.000000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"5484",2019/07/29,27.75983,-98.07167,,GHCND:USW00012932,27.741309999999999,-98.025069999999999,52.000000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6940",2019/07/29,27.69821,-97.97083,NATURAL GAS,GHCND:USW00012932,27.741309999999999,-98.025069999999999,52.000000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7060",2018/09/28,27.7061111,-97.8652778,NATURAL GAS,GHCND:USW00012932,27.741309999999999,-98.025069999999999,52.000000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7124",2018/03/01,27.7484,-97.8569,NATURAL GAS,GHCND:USW00012932,27.741309999999999,-98.025069999999999,52.000000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"254",2022/10/30,27.9111922,-97.4114124,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"597",2021/08/28,27.822595,-97.516813,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"658",2021/06/21,27.80042,-97.489129,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"695",2021/05/16,27.9116451,-97.4153641,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"760",2021/03/01,27.815376,-97.488726,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"823",2021/01/20,27.82173,-97.43572,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"856",2020/12/05,27.805754,-97.438549,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"908",2020/10/02,27.8179,-97.40653,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"914",2020/09/27,27.817366,-97.410866,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"921",2020/09/14,27.805493,-97.438349,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"944",2020/08/21,27.816161,-97.468802,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"986",2020/06/26,27.821954,-97.514374,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1000",2020/06/10,27.8141,-97.4765,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1090",2020/03/05,27.908308,-97.417746,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1216",2019/11/13,27.816006,-97.505322,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1228",2019/11/04,27.8189044,-97.5079139,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1255",2019/10/07,27.81748,-97.40699,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1365",2019/06/10,27.810227,-97.437629,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1700",2018/09/06,27.8189044,-97.5079139,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1799",2018/06/04,27.8189044,-97.5079139,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"1941",2018/01/16,27.816006,-97.505322,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2084",2017/09/11,27.8125,-97.5036,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2262",2017/04/03,27.8078,-97.4385,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2281",2017/03/17,27.826982,-97.497757,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2413",2016/11/21,27.829994,-97.50026,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2447",2016/10/18,27.815402,-97.403012,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2465",2016/10/02,27.832444,-97.501889,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2486",2016/09/18,27.8189044,-97.5079139,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2655",2016/04/24,27.8125,-97.5036,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"2966",2015/08/06,27.8144306,-97.5037194,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3072",2015/05/11,27.80113016,-97.45456557,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3402",2014/08/18,27.80859,-97.43599,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3574",2014/03/21,27.83668,-97.52718,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3727",2013/12/01,27.839803,-97.531604,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"3730",2013/11/26,27.831131,-97.518106,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"4353",2012/04/16,27.83125,-97.51745,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"4412",2012/02/28,27.8215,-97.395,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"4430",2012/02/15,27.83146,-97.51851,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"4618",2011/07/26,27.91036,-97.40839,CRUDE OIL,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6225",2012/08/14,27.79235,-97.44733,NATURAL GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6318",2011/08/05,27.795335,-97.39966,NATURAL GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6777",2020/12/04,27.817108,-97.452814,NATURAL GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"6884",2020/02/17,27.80297,-97.430534,OTHER GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7042",2018/11/12,27.80497,-97.47836,HYDROGEN GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7387",2015/10/30,27.801572,-97.452747,NATURAL GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7454",2015/04/28,27.809064,-97.495622,HYDROGEN GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"7477",2015/03/16,27.805964,-97.483799,OTHER GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
"8012",2010/12/22,27.844575,-97.5246392,NATURAL GAS,GHCND:USC00412011,27.779299999999999,-97.505499999999998,13.400000000000000,Hot-Humid,Hot-Humid,Hot-Humid,Hot-Humid
